*******************************************************************************
Ephemeris / WWW_USER Fri Jun  4 07:12:50 2021 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: 1 Ceres (A801 AA)               {source: JPL#48}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1969-Jun-28 00:00:00.0000 UT      
Stop  time      : A.D. 2071-May-04 00:00:00.0000 UT      
Step-size       : 7200 minutes
*******************************************************************************
Target pole/equ : IAU                             {West-longitude positive}
Target radii    : 482.1 x 482.1 x 445.9 km        {Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
EOP file        : eop.210603.p210825                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2021-JUN-03. PREDICTS-> 2021-AUG-24
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2458849.5 ! 2020-Jan-01.00 (TDB)         Residual RMS= .24563        
   EC= .07687465013145245  QR= 2.556401146697176   TP= 2458240.1791309435      
   OM= 80.3011901917491    W=  73.80896808746482   IN= 10.59127767086216       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 1.007608869613381E+00  Y=-2.390064275223502E+00  Z=-1.332124522752402E+00
  VX= 9.201724467227128E-03 VY= 3.370381135398406E-03 VZ=-2.850337057661093E-04
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= 62.6284             RAD= 469.7              ROTPER= 9.07417             
   H= 3.53                 G= .120                 B-V= .713                   
                           ALBEDO= .090            STYP= C                     
*************************************************************************************************************************************************************************
Date_________JDUT, , , R.A.___(ICRF), DEC____(ICRF),  dRA*cosD, d(DEC)/dt,    APmag,  S-brt,                r,       rdot,             delta,     deldot,  1-way_down_LT,
*************************************************************************************************************************************************************************
$$SOE
2440400.500000000, , , 315.984929351, -26.691893458,  -15.4023,  -16.1272,    8.178,  6.954,   2.947604089798,  0.7254292,  2.05838320311529,-12.2091307,    17.11905109,
2440405.500000000, , , 315.339430737, -27.239938666,  -19.1402,  -16.6252,    8.083,  6.896,   2.949670298790,  0.7055108,  2.02586165304829,-10.2911106,    16.84857760,
2440410.500000000, , , 314.556310243, -27.799476487,  -22.5331,  -16.7902,    7.987,  6.832,   2.951678742899,  0.6854340,  1.99909089139634, -8.2254687,    16.62593197,
2440415.500000000, , , 313.649961189, -28.358532548,  -25.4249,  -16.5739,    7.893,  6.762,   2.953628973374,  0.6652049,  1.97848761492081, -6.0238276,    16.45457974,
2440420.500000000, , , 312.640884348, -28.903940936,  -27.6729,  -15.9565,    7.805,  6.691,   2.955520559047,  0.6448293,  1.96440001091921, -3.7193158,    16.33741671,
2440425.500000000, , , 311.554795029, -29.422433870,  -29.1735,  -14.9529,    7.736,  6.630,   2.957353083461,  0.6243113,  1.95706448831106, -1.3550936,    16.27640903,
2440430.500000000, , , 310.420853822, -29.901834146,  -29.8847,  -13.6138,    7.713,  6.609,   2.959126142269,  0.6036552,  1.95658785951674,  1.0245582,    16.27244503,
2440435.500000000, , , 309.269247666, -30.332049572,  -29.8167,  -12.0078,    7.754,  6.642,   2.960839343789,  0.5828655,  1.96297311322288,  3.3956926,    16.32554957,
2440440.500000000, , , 308.130752586, -30.705085101,  -28.9511,  -10.1921,    7.835,  6.707,   2.962492310863,  0.5619475,  1.97617723423010,  5.7425266,    16.43536489,
2440445.500000000, , , 307.037220518, -31.014970736,  -27.2906,  -8.23547,    7.931,  6.780,   2.964084681963,  0.5409066,  1.99608036873917,  8.0283831,    16.60089422,
2440450.500000000, , , 306.019536158, -31.258249188,  -24.8985,  -6.21764,    8.032,  6.851,   2.965616111342,  0.5197481,  2.02244673902215, 10.2120475,    16.82017663,
2440455.500000000, , , 305.105208901, -31.434157066,  -21.8926,  -4.21867,    8.134,  6.915,   2.967086268745,  0.4984774,  2.05492577853049, 12.2566497,    17.09029657,
2440460.500000000, , , 304.316212326, -31.544456995,  -18.4316,  -2.30657,    8.234,  6.973,   2.968494839024,  0.4770996,  2.09308250631373, 14.1437174,    17.40763639,
2440465.500000000, , , 303.668409399, -31.592684645,  -14.6451,  -0.51590,    8.333,  7.024,   2.969841521731,  0.4556197,  2.13646885852740, 15.8800165,    17.76846968,
2440470.500000000, , , 303.173583878, -31.583039868,  -10.6091,  1.143158,    8.429,  7.069,   2.971126030846,  0.4340428,  2.18465023355575, 17.4622650,    18.16918196,
2440475.500000000, , , 302.840108271, -31.520022985,  -6.41170,  2.662706,    8.522,  7.108,   2.972348094662,  0.4123738,  2.23716019242868, 18.8754257,    18.60589397,
2440480.500000000, , , 302.672360688, -31.408335491,  -2.15201,  4.039407,    8.611,  7.141,   2.973507455638,  0.3906177,  2.29349058760030, 20.1062711,    19.07437958,
2440485.500000000, , , 302.670384493, -31.252743926,  2.062054,  5.273692,    8.697,  7.168,   2.974603870305,  0.3687792,  2.35310519525383, 21.1509760,    19.57017916,
2440490.500000000, , , 302.830030793, -31.057853744,  6.144304,  6.377512,    8.779,  7.191,   2.975637109282,  0.3468634,  2.41548738036104, 22.0275413,    20.08899597,
2440495.500000000, , , 303.144847343, -30.827598771,  10.07227,  7.378111,    8.857,  7.210,   2.976606957642,  0.3248755,  2.48018703473575, 22.7578380,    20.62708659,
2440500.500000000, , , 303.607992833, -30.565010141,  13.84235,  8.299417,    8.930,  7.224,   2.977513215813,  0.3028210,  2.54678773781354, 23.3434315,    21.18098774,
2440505.500000000, , , 304.212123030, -30.272482970,  17.43707,  9.156676,    8.999,  7.235,   2.978355700453,  0.2807055,  2.61486554213825, 23.7800620,    21.74717358,
2440510.500000000, , , 304.948997386, -29.952012358,  20.82837,  9.958548,    9.063,  7.242,   2.979134243533,  0.2585340,  2.68398427215964, 24.0643812,    22.32201653,
2440515.500000000, , , 305.809073859, -29.605397595,  23.98151,  10.71023,    9.122,  7.245,   2.979848689089,  0.2363101,  2.75371516104155, 24.2078484,    22.90195064,
2440520.500000000, , , 306.782062884, -29.234151010,  26.89668,  11.42502,    9.177,  7.246,   2.980498891090,  0.2140372,  2.82368863959441, 24.2363129,    23.48390232,
2440525.500000000, , , 307.858465454, -28.839239636,  29.60521,  12.11981,    9.227,  7.244,   2.981084714464,  0.1917196,  2.89359582265666, 24.1621705,    24.06530263,
2440530.500000000, , , 309.029905411, -28.421194341,  32.12717,  12.80310,    9.273,  7.239,   2.981606036948,  0.1693620,  2.96313792547765, 23.9827210,    24.64366667,
2440535.500000000, , , 310.288525727, -27.980383166,  34.46789,  13.47648,    9.314,  7.231,   2.982062750028,  0.1469693,  3.03200385880334, 23.6929006,    25.21640717,
2440540.500000000, , , 311.626431829, -27.517237792,  36.61520,  14.13456,    9.351,  7.221,   2.982454759139,  0.1245461,  3.09987008518420, 23.2917270,    25.78083336,
2440545.500000000, , , 313.035279348, -27.032384637,  38.56116,  14.77408,    9.384,  7.208,   2.982781983578,  0.1020975,  3.16643898907451, 22.7988574,    26.33447005,
2440550.500000000, , , 314.507178211, -26.526366676,  40.33155,  15.40211,    9.412,  7.194,   2.983044356403,  0.0796280,  3.23147828093241, 22.2341666,    26.87538535,
2440555.500000000, , , 316.035485980, -25.999477459,  41.95624,  16.02451,    9.435,  7.177,   2.983241824361,  0.0571426,  3.29478758292527, 21.6000954,    27.40191276,
2440560.500000000, , , 317.614489052, -25.451925407,  43.45045,  16.64054,    9.455,  7.158,   2.983374347836,  0.0346459,  3.35615958992662, 20.8914985,    27.91232818,
2440565.500000000, , , 319.238886170, -24.884024616,  44.81635,  17.24417,    9.471,  7.138,   2.983441900808,  0.0121426,  3.41536978983877, 20.1019158,    28.40476439,
2440570.500000000, , , 320.903210218, -24.296403636,  46.03948,  17.82383,    9.482,  7.115,   2.983444470830, -0.0103625,  3.47218541154964, 19.2362901,    28.87728551,
2440575.500000000, , , 322.601794792, -23.689953176,  47.12554,  18.37784,    9.489,  7.091,   2.983382059097, -0.0328646,  3.52642056160618, 18.3182498,    29.32834550,
2440580.500000000, , , 324.329781477, -23.065441495,  48.10159,  18.91223,    9.492,  7.064,   2.983254680718, -0.0553589,  3.57794390276281, 17.3585089,    29.75685206,
2440585.500000000, , , 326.083291509, -22.423495085,  48.98727,  19.42873,    9.492,  7.036,   2.983062365373, -0.0778402,  3.62663337338010, 16.3547367,    30.16179004,
2440590.500000000, , , 327.859022823, -21.764766320,  49.79094,  19.92398,    9.487,  7.006,   2.982805158525, -0.1003026,  3.67235342586736, 15.3008242,    30.54203212,
2440595.500000000, , , 329.653825304, -21.090106552,  50.50705,  20.38879,    9.479,  6.974,   2.982483122405, -0.1227405,  3.71494964114159, 14.1911241,    30.89629404,
2440600.500000000, , , 331.464181121, -20.400750596,  51.12161,  20.81246,    9.466,  6.940,   2.982096334769, -0.1451489,  3.75427428897644, 13.0395158,    31.22334717,
2440605.500000000, , , 333.286623673, -19.698040697,  51.64924,  21.19918,    9.449,  6.904,   2.981644885625, -0.1675241,  3.79024073074502, 11.8671712,    31.52247094,
2440610.500000000, , , 335.118503420, -18.983108400,  52.11115,  21.55468,    9.429,  6.867,   2.981128875741, -0.1898623,  3.82279701560932, 10.6773963,    31.79323331,
2440615.500000000, , , 336.957824705, -18.256980284,  52.51948,  21.87949,    9.404,  6.827,   2.980548417844, -0.2121590,  3.85188746345446,  9.4657893,    32.03517118,
2440620.500000000, , , 338.802903483, -17.520738856,  52.87648,  22.16931,    9.376,  6.785,   2.979903638174, -0.2344093,  3.87743908879974,  8.2252565,    32.24767757,
2440625.500000000, , , 340.651932599, -16.775724293,  53.16922,  22.41319,    9.343,  6.741,   2.979194677269, -0.2566082,  3.89936222360941,  6.9543231,    32.43000672,
2440630.500000000, , , 342.502657227, -16.023606810,  53.38954,  22.60615,    9.307,  6.696,   2.978421690244, -0.2787507,  3.91759532848518,  5.6738686,    32.58164683,
2440635.500000000, , , 344.353095558, -15.265950449,  53.55521,  22.75671,    9.269,  6.651,   2.977584846854, -0.3008316,  3.93213640523611,  4.3978005,    32.70258128,
2440640.500000000, , , 346.201928484, -14.504076709,  53.68118,  22.86973,    9.231,  6.606,   2.976684331434, -0.3228461,  3.94299801328285,  3.1248513,    32.79291452,
2440645.500000000, , , 348.048243882, -13.739223780,  53.77449,  22.94517,    9.197,  6.569,   2.975720342816, -0.3447890,  3.95018095014886,  1.8486562,    32.85265319,
2440650.500000000, , , 349.891210492, -12.972727032,  53.83031,  22.97680,    9.177,  6.547,   2.974693094264, -0.3666553,  3.95366413854661,  0.5616408,    32.88162198,
2440655.500000000, , , 351.729604504, -12.206234747,  53.83116,  22.95396,    9.179,  6.550,   2.973602813429, -0.3884401,  3.95341913758877, -0.7302055,    32.87958437,
2440660.500000000, , , 353.561821946, -11.441568402,  53.77690,  22.87919,    9.203,  6.575,   2.972449742377, -0.4101385,  3.94946412387040, -2.0050600,    32.84669152,
2440665.500000000, , , 355.386648505, -10.680291266,  53.68376,  22.76180,    9.237,  6.613,   2.971234137638, -0.4317453,  3.94186133485545, -3.2568648,    32.78346106,
2440670.500000000, , , 357.203341545,  -9.923747607,  53.56195,  22.60559,    9.274,  6.656,   2.969956270408, -0.4532555,  3.93067262003891, -4.4897157,    32.69040735,
2440675.500000000, , , 359.011383066,  -9.173233094,  53.41347,  22.40898,    9.311,  6.700,   2.968616427310, -0.4746634,  3.91594070021077, -5.7125372,    32.56788571,
2440680.500000000, , ,   0.810071099,  -8.430230001,  53.22471,  22.16276,    9.344,  6.743,   2.967214911832, -0.4959630,  3.89768387691815, -6.9305911,    32.41604834,
2440685.500000000, , ,   2.598098344,  -7.696537713,  52.97842,  21.86021,    9.374,  6.784,   2.965752045325, -0.5171481,  3.87593126395992, -8.1298705,    32.23513738,
2440690.500000000, , ,   4.373944105,  -6.973920171,  52.68075,  21.50943,    9.401,  6.824,   2.964228165312, -0.5382139,  3.85076527793253, -9.2934233,    32.02583825,
2440695.500000000, , ,   6.136474373,  -6.263835350,  52.34410,  21.11825,    9.423,  6.861,   2.962643622143, -0.5591563,  3.82229260544307,-10.4206810,    31.78903826,
2440700.500000000, , ,   7.884860456,  -5.567568608,  51.97507,  20.68923,    9.442,  6.897,   2.960998777913, -0.5799710,  3.79061013515176,-11.5181499,    31.52554318,
2440705.500000000, , ,   9.618312069,  -4.886431103,  51.56793,  20.21729,    9.457,  6.930,   2.959294007599, -0.6006534,  3.75578801190994,-12.5966396,    31.23593642,
2440710.500000000, , ,  11.335515199,  -4.222036330,  51.10009,  19.69164,    9.468,  6.962,   2.957529700307, -0.6211985,  3.71787816454931,-13.6545039,    30.92064983,
2440715.500000000, , ,  13.034460973,  -3.576208549,  50.55914,  19.11251,    9.476,  6.992,   2.955706259980, -0.6416009,  3.67696539178909,-14.6733143,    30.58038868,
2440720.500000000, , ,  14.713096631,  -2.950559203,  49.95337,  18.48985,    9.480,  7.020,   2.953824105638, -0.6618557,  3.63318127907594,-15.6429091,    30.21624731,
2440725.500000000, , ,  16.369663443,  -2.346420316,  49.29088,  17.82958,    9.480,  7.047,   2.951883671325, -0.6819575,  3.58666637551049,-16.5655164,    29.82939466,
2440730.500000000, , ,  18.002561956,  -1.765006435,  48.57379,  17.13212,    9.477,  7.071,   2.949885406019, -0.7019012,  3.53754515001698,-17.4502242,    29.42086588,
2440735.500000000, , ,  19.609939554,  -1.207691227,  47.78359,  16.38744,    9.470,  7.095,   2.947829773537, -0.7216818,  3.48591090891081,-18.3060828,    28.99143699,
2440740.500000000, , ,  21.189033941,  -0.676206935,  46.89216,  15.58782,    9.459,  7.116,   2.945717252550, -0.7412939,  3.43185872556492,-19.1215230,    28.54189869,
2440745.500000000, , ,  22.736447550,  -0.172285525,  45.89319,  14.74020,    9.445,  7.136,   2.943548336637, -0.7607327,  3.37553282292537,-19.8788243,    28.07345044,
2440750.500000000, , ,  24.248822319,   0.302648818,  44.79311,  13.85384,    9.427,  7.154,   2.941323534218, -0.7799929,  3.31711170438437,-20.5727380,    27.58757682,
2440755.500000000, , ,  25.722956606,   0.747405296,  43.59575,  12.93322,    9.405,  7.170,   2.939043368497, -0.7990694,  3.25677503957446,-21.2066818,    27.08577208,
2440760.500000000, , ,  27.155625647,   1.160831367,  42.29421,  11.97462,    9.379,  7.185,   2.936708377744, -0.8179569,  3.19468165464711,-21.7915327,    26.56935714,
2440765.500000000, , ,  28.542865854,   1.541451619,  40.85309,  10.96503,    9.350,  7.197,   2.934319116301, -0.8366495,  3.13096597400107,-22.3279725,    26.03944998,
2440770.500000000, , ,  29.879511894,   1.887544744,  39.24567,  9.905207,    9.316,  7.208,   2.931876156549, -0.8551407,  3.06579500494101,-22.7960061,    25.49743956,
2440775.500000000, , ,  31.159939684,   2.197636227,  37.46990,  8.806399,    9.278,  7.217,   2.929380089841, -0.8734243,  2.99939039617760,-23.1810363,    24.94516927,
2440780.500000000, , ,  32.378572692,   2.470604672,  35.52912,  7.677456,    9.236,  7.223,   2.926831524262, -0.8914950,  2.93199895114763,-23.4795234,    24.38469171,
2440785.500000000, , ,  33.529887635,   2.705545098,  33.42341,  6.521922,    9.190,  7.227,   2.924231081549, -0.9093484,  2.86386691673811,-23.6953924,    23.81805486,
2440790.500000000, , ,  34.608070571,   2.901484236,  31.13028,  5.330968,    9.140,  7.229,   2.921579396512, -0.9269798,  2.79521910214751,-23.8371857,    23.24712840,
2440795.500000000, , ,  35.606014171,   3.057082879,  28.60374,  4.097215,    9.085,  7.228,   2.918877118249, -0.9443841,  2.72628220248393,-23.8911833,    22.67379769,
2440800.500000000, , ,  36.515537166,   3.171123906,  25.83002,  2.833810,    9.025,  7.224,   2.916124911428, -0.9615558,  2.65734610209745,-23.8335827,    22.10047362,
2440805.500000000, , ,  37.328424491,   3.242925213,  22.81621,  1.557382,    8.961,  7.218,   2.913323456853, -0.9784894,  2.58875371806567,-23.6518806,    21.53000816,
2440810.500000000, , ,  38.036796827,   3.272307715,  19.57369,  0.281089,    8.893,  7.208,   2.910473451658, -0.9951791,  2.52087050384473,-23.3423931,    20.96544068,
2440815.500000000, , ,  38.633132364,   3.259427572,  16.10882,  -0.98944,    8.820,  7.194,   2.907575609360, -1.0116195,  2.45406128343929,-22.9093311,    20.40980534,
2440820.500000000, , ,  39.109637318,   3.204409813,  12.39478,  -2.25952,    8.742,  7.177,   2.904630659882, -1.0278046,  2.38867852562490,-22.3517590,    19.86603352,
2440825.500000000, , ,  39.457562276,   3.107463851,  8.415954,  -3.51339,    8.660,  7.155,   2.901639349778, -1.0437290,  2.32511683775479,-21.6432070,    19.33740708,
2440830.500000000, , ,  39.668609384,   2.969704133,  4.209748,  -4.71727,    8.574,  7.129,   2.898602442355, -1.0593869,  2.26384592408063,-20.7629771,    18.82783243,
2440835.500000000, , ,  39.736177215,   2.793376313,  -0.16391,  -5.83767,    8.484,  7.098,   2.895520717543, -1.0747725,  2.20537520840537,-19.7033461,    18.34154632,
2440840.500000000, , ,  39.655910873,   2.581780155,  -4.63316,  -6.84537,    8.389,  7.062,   2.892394971731, -1.0898803,  2.15022145670321,-18.4669448,    17.88284655,
2440845.500000000, , ,  39.425793295,   2.339004169,  -9.13639,  -7.72304,    8.292,  7.020,   2.889226017690, -1.1047046,  2.09888085299096,-17.0636925,    17.45585977,
2440850.500000000, , ,  39.045421342,   2.069641826,  -13.6307,  -8.45042,    8.191,  6.971,   2.886014684994, -1.1192393,  2.05183769014989,-15.4871290,    17.06461372,
2440855.500000000, , ,  38.516727523,   1.779496344,  -18.0083,  -8.97606,    8.088,  6.916,   2.882761821511, -1.1334779,  2.00961917538393,-13.7211126,    16.71349304,
2440860.500000000, , ,  37.846218353,   1.476170909,  -22.1128,  -9.24790,    7.983,  6.855,   2.879468295421, -1.1474131,  1.97277088876596,-11.7699155,    16.40703518,
2440865.500000000, , ,  37.045801893,   1.168789933,  -25.7790,  -9.22698,    7.878,  6.787,   2.876134995592, -1.1610380,  1.94180122441103, -9.6544329,    16.14946834,
2440870.500000000, , ,  36.132672206,   0.867412353,  -28.8607,  -8.89758,    7.776,  6.714,   2.872762828845, -1.1743468,  1.91713647443347, -7.4097648,    15.94433787,
2440875.500000000, , ,  35.127997495,   0.582169190,  -31.2674,  -8.26809,    7.681,  6.641,   2.869352717182, -1.1873344,  1.89909697659010, -5.0698310,    15.79430794,
2440880.500000000, , ,  34.055475126,   0.322966858,  -32.9208,  -7.33727,    7.609,  6.583,   2.865905597640, -1.1999953,  1.88793350749051, -2.6498173,    15.70146420,
2440885.500000000, , ,  32.942032188,   0.099930429,  -33.7125,  -6.10075,    7.587,  6.566,   2.862422423297, -1.2123238,  1.88384523956735, -0.1760581,    15.66746311,
2440890.500000000, , ,  31.817713769,  -0.077110637,  -33.5721,  -4.58164,    7.626,  6.600,   2.858904163850, -1.2243137,  1.88692607755180,  2.3071448,    15.69308566,
2440895.500000000, , ,  30.713918815,  -0.199551837,  -32.4924,  -2.83078,    7.701,  6.663,   2.855351805871, -1.2359591,  1.89712805457817,  4.7465386,    15.77793291,
2440900.500000000, , ,  29.660879777,  -0.260943501,  -30.5531,  -0.92497,    7.792,  6.733,   2.851766352883, -1.2472538,  1.91424822177106,  7.0916902,    15.92031700,
2440905.500000000, , ,  28.685009835,  -0.257417435,  -27.8902,  1.064494,    7.888,  6.800,   2.848148825533, -1.2581918,  1.93797096264550,  9.3174909,    16.11761302,
2440910.500000000, , ,  27.808520360,  -0.186948611,  -24.6109,  3.096614,    7.986,  6.861,   2.844500261802, -1.2687669,  1.96793732287352, 11.4131383,    16.36683564,
2440915.500000000, , ,  27.050394302,  -0.048747607,  -20.8120,  5.132731,    8.082,  6.916,   2.840821716862, -1.2789732,  2.00374167909687, 13.3564308,    16.66461139,
2440920.500000000, , ,  26.426038758,   0.156583439,  -16.6104,  7.128922,    8.177,  6.964,   2.837114262776, -1.2888046,  2.04490727450450, 15.1217922,    17.00697521,
2440925.500000000, , ,  25.946614878,   0.426914110,  -12.1465,  9.036353,    8.270,  7.005,   2.833378988226, -1.2982555,  2.09088363071862, 16.6850317,    17.38934890,
2440930.500000000, , ,  25.618162891,   0.758515378,  -7.58008,  10.81254,    8.359,  7.040,   2.829616998302, -1.3073199,  2.14107391433059, 18.0420970,    17.80676876,
2440935.500000000, , ,  25.442024157,   1.146755822,  -3.02311,  12.44740,    8.445,  7.069,   2.825829414567, -1.3159924,  2.19490733999357, 19.2115052,    18.25448771,
2440940.500000000, , ,  25.416944427,   1.587058954,  1.472693,  13.94884,    8.527,  7.093,   2.822017375384, -1.3242669,  2.25186371229855, 20.2055988,    18.72817942,
2440945.500000000, , ,  25.540278450,   2.075042348,  5.867945,  15.31938,    8.605,  7.112,   2.818182037133, -1.3321369,  2.31143891113185, 21.0249175,    19.22365124,
2440950.500000000, , ,  25.808111916,   2.606313262,  10.12273,  16.55579,    8.678,  7.126,   2.814324576211, -1.3395951,  2.37312361850559, 21.6654692,    19.73666730,
2440955.500000000, , ,  26.214994657,   3.176215003,  14.17929,  17.64610,    8.747,  7.136,   2.810446189012, -1.3466350,  2.43639666765049, 22.1266670,    20.26289321,
2440960.500000000, , ,  26.753587448,   3.779815861,  17.99094,  18.59072,    8.810,  7.142,   2.806548089119, -1.3532513,  2.50076834488122, 22.4314035,    20.79825612,
2440965.500000000, , ,  27.415912742,   4.412560007,  21.56208,  19.40876,    8.869,  7.144,   2.802631505010, -1.3594392,  2.56582638399236, 22.6049781,    21.33932734,
2440970.500000000, , ,  28.194607146,   5.070528283,  24.91523,  20.11671,    8.923,  7.143,   2.798697679580, -1.3651935,  2.63121003491896, 22.6575801,    21.88310658,
2440975.500000000, , ,  29.083009430,   5.750198060,  28.06609,  20.72229,    8.973,  7.139,   2.794747870467, -1.3705091,  2.69657309734050, 22.5904738,    22.42671459,
2440980.500000000, , ,  30.074841733,   6.448172325,  31.01659,  21.22462,    9.017,  7.133,   2.790783350343, -1.3753808,  2.76156463476072, 22.3995094,    22.96723273,
2440985.500000000, , ,  31.163472008,   7.160873611,  33.74445,  21.61688,    9.057,  7.123,   2.786805407015, -1.3798033,  2.82583198691550, 22.0928396,    23.50172800,
2440990.500000000, , ,  32.341848955,   7.884749544,  36.25447,  21.90903,    9.092,  7.111,   2.782815343596, -1.3837714,  2.88907964486494, 21.6973009,    24.02774273,
2440995.500000000, , ,  33.603672408,   8.616731061,  38.57876,  22.11658,    9.123,  7.097,   2.778814478332, -1.3872801,  2.95107717925467, 21.2283702,    24.54336050,
2441000.500000000, , ,  34.943723702,   9.354161892,  40.74602,  22.24837,    9.149,  7.081,   2.774804144131, -1.3903244,  3.01161919879989, 20.6891659,    25.04687312,
2441005.500000000, , ,  36.357584629,  10.094573955,  42.77416,  22.30697,    9.171,  7.062,   2.770785688100, -1.3928994,  3.07049916505590, 20.0761955,    25.53656287,
2441010.500000000, , ,  37.841137706,  10.835456520,  44.65959,  22.28695,    9.189,  7.042,   2.766760471043, -1.3950005,  3.12749403784562, 19.3836696,    26.01057477,
2441015.500000000, , ,  39.389786180,  11.574094008,  46.38689,  22.18537,    9.203,  7.019,   2.762729867066, -1.3966231,  3.18239039337676, 18.6274840,    26.46713384,
2441020.500000000, , ,  40.998958280,  12.307942131,  47.97537,  22.01360,    9.212,  6.995,   2.758695263215, -1.3977630,  3.23503938046782, 17.8294161,    26.90500211,
2441025.500000000, , ,  42.664953647,  13.034826837,  49.45265,  21.78080,    9.218,  6.969,   2.754658058793, -1.3984160,  3.28533243574586, 16.9961262,    27.32327670,
2441030.500000000, , ,  44.384869937,  13.752792542,  50.83887,  21.49095,    9.219,  6.941,   2.750619665238, -1.3985779,  3.33316673145181, 16.1257346,    27.72110241,
2441035.500000000, , ,  46.156279495,  14.459937604,  52.14179,  21.14314,    9.217,  6.912,   2.746581507502, -1.3982434,  3.37842501317241, 15.2104302,    28.09750406,
2441040.500000000, , ,  47.976595144,  15.154230803,  53.34555,  20.73138,    9.211,  6.880,   2.742545026047, -1.3974072,  3.42096912758523, 14.2477586,    28.45133267,
2441045.500000000, , ,  49.842601642,  15.833551951,  54.44255,  20.25859,    9.201,  6.847,   2.738511676471, -1.3960644,  3.46068941947994, 13.2586680,    28.78167626,
2441050.500000000, , ,  51.751353665,  16.496033419,  55.45423,  19.73427,    9.188,  6.813,   2.734482926399, -1.3942117,  3.49753385725241, 12.2569240,    29.08810211,
2441055.500000000, , ,  53.700608728,  17.140057632,  56.40043,  19.16368,    9.170,  6.776,   2.730460252944, -1.3918458,  3.53146946559398, 11.2437107,    29.37033596,
2441060.500000000, , ,  55.688642771,  17.764126011,  57.29354,  18.54856,    9.149,  6.737,   2.726445142024, -1.3889638,  3.56245605084552, 10.2129460,    29.62804353,
2441065.500000000, , ,  57.713855644,  18.366729014,  58.12919,  17.88663,    9.124,  6.696,   2.722439088335, -1.3855626,  3.59042806353220,  9.1546285,    29.86067966,
2441070.500000000, , ,  59.774057918,  18.946258806,  58.88557,  17.17578,    9.094,  6.653,   2.718443595374, -1.3816390,  3.61530686499022,  8.0739397,    30.06759034,
2441075.500000000, , ,  61.866537941,  19.501189675,  59.56498,  16.42283,    9.060,  6.607,   2.714460175461, -1.3771903,  3.63705841424854,  6.9912693,    30.24849246,
2441080.500000000, , ,  63.988992195,  20.030246528,  60.18620,  15.63448,    9.022,  6.559,   2.710490349313, -1.3722136,  3.65569014152288,  5.9134096,    30.40344781,
2441085.500000000, , ,  66.139648053,  20.532323212,  60.76401,  14.81420,    8.978,  6.507,   2.706535645364, -1.3667065,  3.67121418391791,  4.8379136,    30.53255734,
2441090.500000000, , ,  68.317058159,  21.006386959,  61.30359,  13.96285,    8.928,  6.451,   2.702597599066, -1.3606664,  3.68362412466612,  3.7545323,    30.63576767,
2441095.500000000, , ,  70.519529652,  21.451394454,  61.78888,  13.07966,    8.872,  6.389,   2.698677752154, -1.3540915,  3.69288259763495,  2.6554347,    30.71276804,
2441100.500000000, , ,  72.744555077,  21.866339455,  62.20152,  12.16821,    8.806,  6.321,   2.694777652038, -1.3469798,  3.69895798204248,  1.5535587,    30.76329547,
2441105.500000000, , ,  74.989397515,  22.250417731,  62.55103,  11.23584,    8.727,  6.240,   2.690898851069, -1.3393299,  3.70186800369410,  0.4644338,    30.78749738,
2441110.500000000, , ,  77.251777587,  22.603030302,  62.85297,  10.28725,    8.621,  6.134,   2.687042905323, -1.3311408,  3.70165508902677, -0.6095542,    30.78572663,
2441115.500000000, , ,  79.529862407,  22.923703104,  63.11941,  9.325243,    8.621,  6.137,   2.683211373397, -1.3224118,  3.69835676876906, -1.6743331,    30.75829533,
2441120.500000000, , ,  81.821976155,  23.212023609,  63.34649,  8.351157,    8.715,  6.235,   2.679405816019, -1.3131418,  3.69198069287534, -2.7430569,    30.70526713,
